ts,co,humidity,lpg,smoke,temp
1594641635.5996203,0.004511199856982,59.70000076293945,0.0071477397252377,0.0189808911160744,23.600000381469727
1594662619.6588464,0.0042074990028892,62.09999847412109,0.0067963024329069,0.0179857127558547,25.0
1594700897.6662369,0.0048241354652338,60.20000076293945,0.0075030809908033,0.0199905229297224,23.899999618530277
1594565138.3582022,0.004053072401776,69.80000305175781,0.0066149239787415,0.0174734565755012,25.799999237060547
1594752797.982829,0.0047966099702502,53.400001525878906,0.0074720868403798,0.0199023270703881,26.5
1594976929.8641777,0.0036074933833465,77.5999984741211,0.0060804528461446,0.0159696424428523,23.600000381469727
1594929396.096244,0.0036992136417477,62.900001525878906,0.0061918985395707,0.0162824933996258,26.0
1595118554.6676106,0.005425811370906,57.70000076293945,0.0081689445280738,0.0218911295253255,29.0
1594850235.9464931,0.0037582137911688,52.900001525878906,0.0062631831919133,0.0164828059252015,30.0
1595015810.8655405,0.0038559987176319,60.09999847412109,0.0063806508055549,0.0168132327888275,27.600000381469727
1595046541.757313,0.0040886167952559,61.09999847412109,0.0066568387956212,0.0175917499283839,25.600000381469727
1594757684.7036157,0.0046408125162836,50.900001525878906,0.0072957176344755,0.0194009347360048,26.899999618530277
1595088317.369217,0.0040886167952559,59.09999847412109,0.0066568387956212,0.0175917499283839,28.0
1594668269.587556,0.0043025874823535,61.900001525878906,0.0069070696010243,0.0182990061331983,25.399999618530277
1594575516.168009,0.0041795987862793,51.400001525878906,0.0067636709711528,0.0178934841872677,28.100000381469727
1594940451.1608305,0.0041851618015998,90.9000015258789,0.0067701821449695,0.0179118847523365,23.600000381469727
1594808359.8634307,0.0040442604223947,55.29999923706055,0.0066045169749674,0.0174440934990321,23.700000762939453
1594708081.141034,0.0044925351230857,59.09999847412109,0.0071263340765827,0.018920178763772,23.700000762939453
1595127472.2094216,0.0043671732339381,54.59999847412109,0.0069819184454147,0.0185109026536826,29.5
1594876500.8311863,0.0038988524300239,55.5,0.0064318699989081,0.0169574385797155,26.399999618530277
1595172634.010972,0.0041795987862793,65.30000305175781,0.0067636709711528,0.0178934841872677,28.200000762939453
1594606695.9625385,0.0045785092966603,58.900001525878906,0.0072247311343055,0.0191993623360849,26.100000381469727
1595016916.9263842,0.0038988524300239,58.400001525878906,0.0064318699989081,0.0169574385797155,28.0
1595016257.276088,0.0038559987176319,59.09999847412109,0.0063806508055549,0.0168132327888275,27.799999237060547
1594825382.7416034,0.0040442604223947,56.400001525878906,0.0066045169749674,0.0174440934990321,26.5
1594736752.9276474,0.0044925351230857,63.29999923706055,0.0071263340765827,0.018920178763772,25.299999237060547
1594740916.2764077,0.004673530084152,59.70000076293945,0.0073328894428266,0.0195065407903928,25.700000762939453
1594898237.4037552,0.0039188934475796,55.20000076293945,0.0064557697357519,0.0170247542606341,24.700000762939453
1595091921.780245,0.0044514976308125,54.20000076293945,0.0070791835001313,0.0187864905644235,28.799999237060547
1594946487.626491,0.0043025874823535,90.0,0.0069070696010243,0.0182990061331983,23.700000762939453
1595008199.333593,0.0039256198017978,67.69999694824219,0.0064637836066627,0.0170473298301737,26.399999618530277
1595096130.708234,0.0044596705952071,59.900001525878906,0.0070885834922045,0.0188131379624161,28.700000762939453
1594908687.0880058,0.0037771314105486,58.29999923706055,0.0062859739821242,0.0165468817796689,26.0
1594532716.773368,0.0041210505445496,76.19999694824219,0.0066949975978393,0.0176994871144728,25.5
1594556985.7907777,0.0039038516351599,73.30000305175781,0.0064378349309393,0.0169742377333596,24.600000381469727
1595025878.2383876,0.0039306584203531,62.09999847412109,0.0064697841981043,0.0170642351166691,28.799999237060547
1594649025.9241154,0.0043910039545833,62.20000076293945,0.0070094585431387,0.0185889075400507,23.600000381469727
1595146632.4350684,0.0043415449971564,57.400001525878906,0.006952254607111,0.0184269059272954,26.399999618530277
1594552064.0717716,0.0039679890552554,74.19999694824219,0.0065141759638279,0.0171893318564749,24.200000762939453
1594969564.9983077,0.0035986695978471,77.69999694824219,0.0060696903398017,0.0159394504591577,23.700000762939453
1595098707.6346586,0.0043910039545833,61.59999847412109,0.0070094585431387,0.0185889075400507,28.799999237060547
1594680945.5561633,0.0039885857130005,61.79999923706055,0.0065386190277033,0.0172582376630686,26.200000762939453
1595024545.6001296,0.004049544968403,59.70000076293945,0.0066107588093996,0.0174617042858233,28.600000381469727
1594794203.1372087,0.0040442604223947,54.5,0.0066045169749674,0.0174440934990321,25.299999237060547
1594709242.431124,0.0045236924553394,59.09999847412109,0.0071620531756049,0.0190214949473622,23.600000381469727
1594739924.1466238,0.004769383125533,59.70000076293945,0.0074413805397104,0.0198149748993727,25.600000381469727
1595141863.3463695,0.0042833741155752,57.20000076293945,0.0068847432734511,0.0182358306988613,27.100000381469727
1594875978.5498524,0.0038988524300239,55.79999923706055,0.0064318699989081,0.0169574385797155,26.5
1594586454.2351575,0.0044514976308125,47.900001525878906,0.0070791835001313,0.0187864905644235,28.200000762939453
1594571961.1718216,0.0040886167952559,53.29999923706055,0.0066568387956212,0.0175917499283839,27.399999618530277
1594813221.1095972,0.0040093051625002,55.20000076293945,0.0065631726148346,0.0173274727226912,23.799999237060547
1594904844.3862307,0.0038988524300239,56.09999847412109,0.0064318699989081,0.0169574385797155,25.5
1594712097.2476597,0.0045573024186244,59.09999847412109,0.0072005077932222,0.0191306088622734,23.399999618530277
1594629243.526095,0.0046560453657629,59.5,0.0073130333039745,0.0194501244411156,24.0
1594858888.9764843,0.003957736516578,55.400001525878906,0.0065019956962898,0.0171550018552406,29.299999237060547
1594644892.180565,0.0043910039545833,64.0999984741211,0.0070094585431387,0.0185889075400507,23.399999618530277
1594677897.8970072,0.0039989300372464,62.5,0.0065508819693878,0.0172928139223288,26.0
1594733157.214887,0.0043025874823535,67.0999984741211,0.0069070696010243,0.0182990061331983,24.299999237060547
1594660987.4405942,0.0041795987862793,62.5,0.0067636709711528,0.0178934841872677,24.799999237060547
1595155033.5474796,0.0045236924553394,58.09999847412109,0.0071620531756049,0.0190214949473622,25.600000381469727
1594864111.0068471,0.0038462178234332,55.70000076293945,0.0063689385590426,0.016780268444541,28.399999618530277
1595014542.505134,0.0038559987176319,66.80000305175781,0.006380650805555,0.0168132327888275,27.200000762939453
1594560229.2715676,0.0039306584203531,70.80000305175781,0.0064697841981043,0.0170642351166691,25.100000381469727
1594927397.1041908,0.0036163420080939,62.70000076293945,0.0060912383397204,0.0159999025680296,26.100000381469727
1595173023.00501,0.0041612180207582,65.80000305175781,0.0067421403239947,0.0178326472240506,28.299999237060547
1595022223.8763075,0.0040093051625002,61.0,0.0065631726148346,0.0173274727226912,28.399999618530277
1595094400.084187,0.0045657496302113,56.59999847412109,0.0072101602630498,0.0191580037257365,29.100000381469727
1594698695.0709696,0.0051128607356236,63.29999923706055,0.0078253107117234,0.0209089028414135,23.399999618530277
1595166677.1601815,0.0042074990028892,58.79999923706055,0.0067963024329069,0.0179857127558547,27.0
1595086689.0203152,0.0040162683863564,60.59999847412109,0.0065714164989946,0.0173507224063738,27.600000381469727
1595161916.7057576,0.0043513685467255,57.29999923706055,0.0069636307508319,0.0184591159636713,26.100000381469727
1594546655.911444,0.003865808167978,74.80000305175781,0.0063923889965834,0.0168462742940415,24.299999237060547
1594615314.1672423,0.0045657496302113,60.09999847412109,0.0072101602630498,0.0191580037257365,25.200000762939453
1594918362.5692966,0.0036687411547186,60.0,0.0061549583091153,0.0161787516996951,26.700000762939453
1594745391.2970889,0.004673530084152,60.59999847412109,0.0073328894428266,0.0195065407903928,25.600000381469727
1594783898.320483,0.0043025874823535,53.09999847412109,0.0069070696010243,0.0182990061331983,26.799999237060547
1595172813.5576212,0.0041795987862793,65.5,0.0067636709711528,0.0178934841872677,28.200000762939453
1594619181.3095064,0.0045573024186244,59.79999923706055,0.0072005077932222,0.0191306088622734,24.799999237060547
1594581970.8949826,0.0041963133448826,48.400001525878906,0.0067832271499043,0.0179487535412632,28.399999618530277
1594680897.843219,0.0039989300372464,61.70000076293945,0.0065508819693878,0.0172928139223288,26.200000762939453
1594920299.8682375,0.0036401588799722,61.70000076293945,0.0061202322799344,0.0160812669873105,26.700000762939453
1594778788.3082752,0.0046473311662563,54.59999847412109,0.007303129514677,0.0194219891542726,26.5
1594987818.6460814,0.0037771314105486,76.69999694824219,0.0062859739821242,0.0165468817796689,23.600000381469727
1595181847.0300612,0.0040442604223947,64.80000305175781,0.0066045169749674,0.0174440934990321,29.5
1595152414.151766,0.0045657496302113,58.0,0.0072101602630498,0.0191580037257365,25.799999237060547
1594676238.1095085,0.0040814793896792,61.900001525878906,0.0066484303062243,0.017568015134972,25.899999618530277
1594604732.5559037,0.0045657496302113,58.79999923706055,0.0072101602630498,0.0191580037257365,26.200000762939453
1594593570.9009066,0.0043513685467255,56.400001525878906,0.0069636307508319,0.0184591159636713,27.399999618530277
1594885126.9986022,0.003923922158217,55.5,0.0064617613693202,0.0170416328825074,25.399999618530277
1594627948.9203212,0.0046560453657629,59.59999847412109,0.0073130333039745,0.0194501244411156,24.100000381469727
1595036228.096954,0.0041283289166993,60.900001525878906,0.0067035492846968,0.0177236376147124,27.299999237060547
1594804439.652562,0.0040093051625002,55.09999847412109,0.0065631726148346,0.0173274727226912,24.100000381469727
1595109084.9611788,0.0044925351230857,53.59999847412109,0.0071263340765827,0.018920178763772,30.600000381469727
1595058230.1487193,0.0041120815612399,60.29999923706055,0.0066844537876594,0.0176697136284057,24.299999237060547
1594567584.1549895,0.0041722165955503,65.80000305175781,0.0067550268598591,0.01786905781099,26.100000381469727
1594699359.7128713,0.0047966099702502,61.900001525878906,0.0074720868403798,0.0199023270703881,23.700000762939453
1594883602.4168627,0.003923922158217,55.70000076293945,0.0064617613693202,0.0170416328825074,25.600000381469727
1595165069.5621915,0.0041963133448826,58.70000076293945,0.0067832271499043,0.0179487535412632,26.600000381469727
1595043357.2519236,0.0041102065970174,61.0,0.0066822488026571,0.0176634876225796,26.0
1595093353.585266,0.0045657496302113,55.70000076293945,0.0072101602630498,0.0191580037257365,29.200000762939453
1594873745.65301,0.003865808167978,55.79999923706055,0.0063923889965834,0.0168462742940415,26.799999237060547
1595000868.3659449,0.0040232454929871,68.80000305175781,0.0065796728549932,0.0173740092568121,26.0
1595132948.1364768,0.0042375849738603,55.79999923706055,0.0068314233121212,0.0180850110751636,28.5
1594746998.4109464,0.0046386356792176,58.70000076293945,0.0072932418709866,0.0193939023298043,25.700000762939453
1594831729.904728,0.003957736516578,55.900001525878906,0.0065019956962898,0.0171550018552406,27.399999618530277
1594559597.980148,0.0040477825730232,69.9000015258789,0.0066086774089948,0.0174558316716234,24.899999618530277
1595142153.8771749,0.0042987633540297,57.09999847412109,0.0069026280869863,0.0182864371435542,27.0
1594808518.882371,0.0040477825730232,55.400001525878906,0.0066086774089948,0.0174558316716234,23.700000762939453
1595067921.0815735,0.0041066298743404,59.900001525878906,0.0066780417533729,0.0176516089674332,23.5
1594691821.7476144,0.0044925351230857,60.5,0.0071263340765827,0.018920178763772,23.899999618530277
1595190673.0878646,0.004053072401776,66.0999984741211,0.0066149239787415,0.0174734565755012,29.100000381469727
1594869424.8500848,0.0038988524300239,55.400001525878906,0.0064318699989081,0.0169574385797155,27.399999618530277
1595057188.6593874,0.0041066298743404,60.400001525878906,0.0066780417533729,0.0176516089674332,24.299999237060547
1594752093.6452577,0.0047288747365675,54.59999847412109,0.0073956054697094,0.0196848012884781,26.399999618530277
